id_campagne,nom_campagne,canal,budget,date_debut,date_fin,ventes_generees,taux_engagement_percent,Roi_percent,cout_par_vente,mois,annee
M00879,CAMPAGNE SAISON 424,Google Ads,12986.54,2025-08-30,2025-09-17,1814,6.27,102.72,7.16,8,2025
M00880,CAMPAGNE LANCEMENT 401,Instagram,5494.18,2025-05-20,2025-06-19,1762,0.62,100.4,3.12,5,2025
M00881,CAMPAGNE BLACKFRIDAY 124,Tv,1402.38,2024-05-16,2024-05-22,1662,8.85,132.51,0.84,5,2024
M00882,CAMPAGNE FIDÉLITÉ 350,Facebook,7074.38,2024-07-27,2024-08-20,574,6.41,95.95,12.32,7,2024
M00883,CAMPAGNE SAISON 389,Email,8316.05,2025-07-29,2025-08-18,1730,1.99,2.06,4.81,7,2025
M00884,CAMPAGNE SAISON 255,Tiktok,2825.15,2024-07-26,2024-08-23,711,2.65,86.45,3.97,7,2024
M00885,CAMPAGNE FIDÉLITÉ 108,Email,12305.95,2024-11-20,2024-12-11,948,0.55,106.42,12.98,11,2024
M00886,CAMPAGNE BLACKFRIDAY 281,Instagram,1066.49,2024-05-12,2024-06-05,959,10.23,1.45,1.11,5,2024
M00887,CAMPAGNE INFLUENCE 390,Radio,19183.22,2024-10-14,2024-10-30,728,1.45,120.93,26.35,10,2024
M00888,CAMPAGNE PROMO 493,Facebook,7516.56,2025-05-12,2025-06-08,1739,0.7,22.76,4.32,5,2025
M00889,CAMPAGNE FIDÉLITÉ 162,Email,3692.25,2024-07-22,2024-08-16,1449,2.45,140.81,2.55,7,2024
M00890,CAMPAGNE INFLUENCE 470,Tv,18561.53,2024-09-12,2024-10-10,1808,7.27,96.67,10.27,9,2024
M00891,CAMPAGNE FIDÉLITÉ 369,Google Ads,5883.41,2025-07-01,2025-07-10,1561,3.8,9.01,3.77,7,2025
M00892,CAMPAGNE LANCEMENT 380,Google Ads,959.76,2024-11-27,2024-12-20,990,7.49,10.04,0.97,11,2024
M00893,CAMPAGNE BLACKFRIDAY 278,Email,2567.73,2024-06-22,2024-07-20,377,1.69,33.31,6.81,6,2024
M00894,CAMPAGNE INFLUENCE 236,Facebook,8627.62,2024-03-17,2024-04-09,1832,4.28,50.89,4.71,3,2024
M00895,CAMPAGNE LANCEMENT 174,Radio,18229.5,2025-08-10,2025-08-25,1152,1.92,116.88,15.82,8,2025
M00896,CAMPAGNE FIDÉLITÉ 342,Instagram,15603.41,2024-12-25,2025-01-04,1372,5.7,29.21,11.37,12,2024
M00897,CAMPAGNE INFLUENCE 430,Email,10288.6,2025-08-27,2025-09-05,1109,5.26,18.73,9.28,8,2025
M00898,CAMPAGNE SAISON 15,Email,6497.11,2024-02-14,2024-02-28,930,4.34,21.4,6.99,2,2024
M00899,CAMPAGNE INFLUENCE 305,Email,11762.58,2024-11-01,2024-11-28,1305,6.94,51.95,9.01,11,2024
M00900,CAMPAGNE PROMO 249,Instagram,9638.85,2025-05-06,2025-05-31,1145,11.71,114.42,8.42,5,2025
M00901,CAMPAGNE LANCEMENT 124,Tv,1959.44,2025-02-20,2025-03-08,1449,8.13,2.01,1.35,2,2025
M00902,CAMPAGNE INFLUENCE 250,Google Ads,16330.71,2025-07-30,2025-08-10,917,5.4,23.05,17.81,7,2025
M00903,CAMPAGNE SAISON 261,Email,14862.81,2024-08-10,2024-08-21,1843,4.22,27.61,8.06,8,2024
M00904,CAMPAGNE PROMO 143,Radio,18209.84,2024-10-01,2024-10-27,1111,9.6,96.92,16.39,10,2024
M00905,CAMPAGNE LANCEMENT 275,Instagram,6757.9,2025-08-30,2025-09-13,529,3.71,37.34,12.77,8,2025
M00906,CAMPAGNE BLACKFRIDAY 402,Facebook,6450.57,2025-05-18,2025-06-16,1855,5.21,66.38,3.48,5,2025
M00907,CAMPAGNE LANCEMENT 35,Email,5881.95,2024-03-18,2024-03-29,524,0.68,89.38,11.23,3,2024
M00908,CAMPAGNE SAISON 59,Tv,17060.78,2025-02-25,2025-03-15,732,11.22,49.65,23.31,2,2025
M00909,CAMPAGNE INFLUENCE 435,Instagram,16799.67,2025-01-11,2025-02-07,218,1.16,9.17,77.06,1,2025
M00910,CAMPAGNE FIDÉLITÉ 236,Tiktok,16546.48,2025-01-09,2025-02-02,657,7.76,-11.44,25.18,1,2025
M00911,CAMPAGNE PROMO 80,Tiktok,15445.21,2024-05-11,2024-05-29,122,1.97,107.89,126.6,5,2024
M00912,CAMPAGNE FIDÉLITÉ 72,Facebook,16953.3,2024-06-23,2024-07-04,1336,1.07,62.09,12.69,6,2024
M00913,CAMPAGNE PROMO 365,Tiktok,12781.81,2024-09-18,2024-10-05,356,0.64,125.31,35.9,9,2024
M00914,CAMPAGNE LANCEMENT 349,Email,12022.77,2024-01-11,2024-02-09,1672,1.6,47.83,7.19,1,2024
M00915,CAMPAGNE BLACKFRIDAY 392,Google Ads,11699.72,2025-03-30,2025-04-25,835,3.49,63.55,14.01,3,2025
M00916,CAMPAGNE BLACKFRIDAY 46,Radio,822.33,2024-06-05,2024-06-21,253,8.12,-19.95,3.25,6,2024
M00917,CAMPAGNE SAISON 119,Facebook,7405.68,2024-10-19,2024-11-16,1357,10.15,140.68,5.46,10,2024
M00918,CAMPAGNE PROMO 96,Tiktok,11885.15,2025-01-09,2025-02-07,727,1.38,12.98,16.35,1,2025
M00919,CAMPAGNE LANCEMENT 370,Radio,11009.76,2025-01-12,2025-02-01,429,2.07,50.35,25.66,1,2025
M00920,CAMPAGNE FIDÉLITÉ 40,Radio,1297.6,2025-07-22,2025-08-16,1587,8.97,44.11,0.82,7,2025
M00921,CAMPAGNE LANCEMENT 419,Facebook,1949.76,2024-02-21,2024-03-15,815,5.84,118.51,2.39,2,2024
M00922,CAMPAGNE PROMO 111,Radio,883.92,2024-10-04,2024-11-01,1184,7.07,-12.3,0.75,10,2024
M00923,CAMPAGNE INFLUENCE 279,Tv,9384.52,2025-05-21,2025-06-09,545,5.79,63.38,17.22,5,2025
M00924,CAMPAGNE INFLUENCE 467,Email,705.05,2025-02-28,2025-03-08,463,10.58,0.4,1.52,2,2025
M00925,CAMPAGNE BLACKFRIDAY 427,Instagram,11178.6,2024-09-09,2024-09-19,1559,5.51,45.99,7.17,9,2024
M00926,CAMPAGNE BLACKFRIDAY 181,Radio,7306.12,2025-01-30,2025-02-24,626,7.36,77.42,11.67,1,2025
M00927,CAMPAGNE LANCEMENT 69,Facebook,13699.46,2025-03-17,2025-04-13,715,3.28,2.43,19.16,3,2025
M00928,CAMPAGNE PROMO 446,Instagram,18027.26,2024-10-24,2024-11-08,1557,10.06,44.13,11.58,10,2024
M00929,CAMPAGNE BLACKFRIDAY 145,Email,6615.99,2024-07-10,2024-08-02,1078,8.33,39.59,6.14,7,2024
M00930,CAMPAGNE SAISON 490,Google Ads,9348.14,2025-05-31,2025-06-19,1278,6.1,148.37,7.31,5,2025
M00931,CAMPAGNE SAISON 396,Tiktok,7596.76,2025-04-13,2025-05-01,1360,11.04,36.52,5.59,4,2025
M00932,CAMPAGNE INFLUENCE 270,Instagram,6910.12,2025-08-14,2025-09-11,887,1.92,6.62,7.79,8,2025
M00933,CAMPAGNE FIDÉLITÉ 327,Email,14789.11,2024-09-02,2024-09-29,1130,4.77,40.44,13.09,9,2024
M00934,CAMPAGNE LANCEMENT 19,Radio,6744.42,2024-10-09,2024-11-02,1619,5.04,125.72,4.17,10,2024
M00935,CAMPAGNE INFLUENCE 399,Facebook,6151.07,2025-05-15,2025-05-29,1875,11.42,-12.38,3.28,5,2025
M00936,CAMPAGNE INFLUENCE 225,Google Ads,14234.42,2024-07-16,2024-07-22,366,4.47,12.65,38.89,7,2024
M00937,CAMPAGNE INFLUENCE 275,Google Ads,12885.34,2024-05-06,2024-05-29,519,1.4,94.22,24.83,5,2024
M00938,CAMPAGNE LANCEMENT 154,Email,9694.61,2024-08-08,2024-08-17,1452,2.55,99.83,6.68,8,2024
M00939,CAMPAGNE INFLUENCE 270,Instagram,2359.23,2025-06-06,2025-06-15,869,8.79,26.43,2.71,6,2025
M00940,CAMPAGNE SAISON 100,Tv,5220.23,2025-02-26,2025-03-13,1787,6.66,69.13,2.92,2,2025
M00941,CAMPAGNE LANCEMENT 132,Facebook,9076.49,2025-01-21,2025-02-09,1813,7.17,67.95,5.01,1,2025
M00942,CAMPAGNE INFLUENCE 359,Instagram,17533.49,2024-02-05,2024-02-10,240,11.3,104.62,73.06,2,2024
M00943,CAMPAGNE INFLUENCE 447,Radio,10429.55,2025-06-13,2025-07-04,623,10.92,57.89,16.74,6,2025
M00944,CAMPAGNE BLACKFRIDAY 464,Google Ads,4129.49,2025-02-10,2025-03-05,36,4.92,129.81,114.71,2,2025
M00945,CAMPAGNE BLACKFRIDAY 235,Radio,11310.92,2025-02-10,2025-03-12,157,9.52,94.68,72.04,2,2025
M00946,CAMPAGNE INFLUENCE 44,Tiktok,15350.3,2025-01-25,2025-02-06,1445,2.14,82.45,10.62,1,2025
M00947,CAMPAGNE PROMO 388,Email,19890.88,2025-06-15,2025-07-11,1928,9.85,69.22,10.32,6,2025
M00948,CAMPAGNE SAISON 412,Email,8198.25,2025-05-15,2025-06-07,1292,11.12,71.41,6.35,5,2025
M00949,CAMPAGNE INFLUENCE 395,Radio,13422.61,2024-07-27,2024-08-15,1922,10.88,30.36,6.98,7,2024
M00950,CAMPAGNE FIDÉLITÉ 290,Google Ads,13818.51,2025-01-28,2025-02-18,497,3.33,20.69,27.8,1,2025
M00951,CAMPAGNE SAISON 448,Tv,15643.64,2024-06-10,2024-07-01,712,0.6,-16.46,21.97,6,2024
M00952,CAMPAGNE LANCEMENT 168,Radio,17173.96,2024-10-10,2024-10-30,589,1.35,-0.83,29.16,10,2024
M00953,CAMPAGNE BLACKFRIDAY 39,Instagram,9749.15,2024-06-28,2024-07-27,426,6.89,29.55,22.89,6,2024
M00954,CAMPAGNE SAISON 82,Instagram,13842.27,2024-08-10,2024-08-22,1798,4.32,54.31,7.7,8,2024
M00955,CAMPAGNE SAISON 37,Tiktok,4212.14,2025-02-22,2025-03-05,1486,10.13,114.75,2.83,2,2025
M00956,CAMPAGNE BLACKFRIDAY 140,Tv,3537.13,2024-05-24,2024-06-02,223,0.6,30.84,15.86,5,2024
M00957,CAMPAGNE LANCEMENT 232,Tv,12799.33,2024-07-27,2024-08-06,38,8.2,57.34,336.82,7,2024
M00958,CAMPAGNE INFLUENCE 17,Tiktok,1656.79,2025-01-08,2025-01-17,1344,10.09,147.15,1.23,1,2025
M00959,CAMPAGNE LANCEMENT 335,Google Ads,9105.85,2025-01-12,2025-02-03,1577,5.72,115.06,5.77,1,2025
M00960,CAMPAGNE PROMO 138,Google Ads,13838.55,2025-04-12,2025-05-08,999,8.44,32.13,13.85,4,2025
M00961,CAMPAGNE SAISON 289,Email,14801.91,2024-01-08,2024-02-01,1364,6.55,92.73,10.85,1,2024
M00962,CAMPAGNE INFLUENCE 283,Radio,19929.38,2024-05-16,2024-05-21,1348,8.38,136.85,14.78,5,2024
M00963,CAMPAGNE BLACKFRIDAY 437,Email,9069.85,2024-01-20,2024-02-03,1982,5.92,23.57,4.58,1,2024
M00964,CAMPAGNE FIDÉLITÉ 191,Email,11003.68,2024-07-26,2024-08-07,647,4.6,55.33,17.01,7,2024
M00965,CAMPAGNE PROMO 234,Facebook,4097.01,2024-09-25,2024-10-14,561,5.51,0.56,7.3,9,2024
M00966,CAMPAGNE LANCEMENT 472,Instagram,4578.95,2024-02-28,2024-03-23,513,4.04,59.01,8.93,2,2024
M00967,CAMPAGNE BLACKFRIDAY 179,Instagram,1428.32,2025-06-26,2025-07-17,75,2.96,119.82,19.04,6,2025
M00968,CAMPAGNE FIDÉLITÉ 152,Email,12606.05,2025-03-20,2025-04-03,322,11.61,34.67,39.15,3,2025
M00969,CAMPAGNE INFLUENCE 240,Email,4167.73,2024-01-07,2024-01-14,388,4.8,68.15,10.74,1,2024
M00970,CAMPAGNE PROMO 474,Google Ads,14098.92,2024-02-26,2024-03-15,1796,10.85,-17.38,7.85,2,2024
M00971,CAMPAGNE LANCEMENT 186,Instagram,16099.89,2024-05-29,2024-06-12,1973,1.38,42.86,8.16,5,2024
M00972,CAMPAGNE LANCEMENT 174,Google Ads,13780.23,2024-05-05,2024-05-12,1203,1.57,20.95,11.45,5,2024
M00973,CAMPAGNE LANCEMENT 260,Instagram,17406.59,2024-06-07,2024-06-24,302,5.96,87.28,57.64,6,2024
M00974,CAMPAGNE LANCEMENT 46,Google Ads,8548.56,2025-04-21,2025-05-03,1059,8.07,1.78,8.07,4,2025
M00975,CAMPAGNE FIDÉLITÉ 379,Radio,4553.0,2025-01-14,2025-01-30,659,2.17,74.36,6.91,1,2025
M00976,CAMPAGNE LANCEMENT 458,Email,19792.34,2025-07-15,2025-07-29,107,3.77,12.09,184.98,7,2025
M00977,CAMPAGNE PROMO 457,Instagram,9502.14,2025-03-22,2025-03-27,503,9.67,87.77,18.89,3,2025
M00978,CAMPAGNE SAISON 155,Tv,15835.95,2024-05-03,2024-05-11,1118,8.75,20.75,14.16,5,2024
M00979,CAMPAGNE FIDÉLITÉ 266,Instagram,3478.3,2025-08-27,2025-09-21,1428,7.75,15.53,2.44,8,2025
M00980,CAMPAGNE INFLUENCE 196,Instagram,4288.82,2025-02-25,2025-03-18,1919,2.32,36.83,2.23,2,2025
M00981,CAMPAGNE LANCEMENT 365,Tv,11513.15,2024-12-15,2024-12-27,1221,7.67,146.17,9.43,12,2024
M00982,CAMPAGNE PROMO 112,Radio,9545.55,2024-04-24,2024-05-11,529,2.85,59.44,18.04,4,2024
M00983,CAMPAGNE LANCEMENT 115,Email,9610.09,2024-03-22,2024-03-28,1567,10.87,21.6,6.13,3,2024
M00984,CAMPAGNE FIDÉLITÉ 128,Radio,13182.09,2024-10-08,2024-11-06,1621,6.32,44.19,8.13,10,2024
M00985,CAMPAGNE INFLUENCE 88,Instagram,3811.3,2024-01-30,2024-02-21,536,2.55,-9.1,7.11,1,2024
M00986,CAMPAGNE PROMO 132,Radio,19760.18,2024-06-01,2024-06-29,742,0.73,149.29,26.63,6,2024
M00987,CAMPAGNE LANCEMENT 370,Google Ads,15006.25,2025-06-11,2025-06-24,626,3.27,120.39,23.97,6,2025
M00988,CAMPAGNE LANCEMENT 22,Email,11217.32,2024-08-29,2024-09-24,1603,6.05,13.41,7.0,8,2024
M00989,CAMPAGNE PROMO 61,Instagram,1684.02,2024-06-27,2024-07-26,741,11.67,64.88,2.27,6,2024
M00990,CAMPAGNE BLACKFRIDAY 453,Instagram,9953.79,2024-11-10,2024-11-19,1805,10.94,140.08,5.51,11,2024
M00991,CAMPAGNE BLACKFRIDAY 454,Google Ads,4626.25,2024-07-17,2024-08-14,411,4.93,130.19,11.26,7,2024
M00992,CAMPAGNE BLACKFRIDAY 175,Facebook,3659.57,2024-10-02,2024-10-26,1238,3.06,60.47,2.96,10,2024
M00993,CAMPAGNE PROMO 282,Email,12854.08,2025-01-02,2025-01-23,1669,4.89,101.69,7.7,1,2025
M00994,CAMPAGNE INFLUENCE 187,Google Ads,12743.81,2024-06-18,2024-07-04,352,7.86,85.33,36.2,6,2024
M00995,CAMPAGNE INFLUENCE 152,Radio,3899.84,2025-01-26,2025-02-12,1276,2.25,68.48,3.06,1,2025
M00996,CAMPAGNE BLACKFRIDAY 474,Facebook,2899.75,2024-01-02,2024-01-27,1745,2.97,86.62,1.66,1,2024
M00997,CAMPAGNE FIDÉLITÉ 312,Radio,9091.54,2025-06-03,2025-06-25,1918,2.6,18.0,4.74,6,2025
M00998,CAMPAGNE BLACKFRIDAY 495,Facebook,1011.65,2024-03-30,2024-04-26,1493,5.32,-5.44,0.68,3,2024
M00999,CAMPAGNE FIDÉLITÉ 297,Email,19435.1,2025-06-18,2025-06-27,1083,1.72,-14.21,17.95,6,2025
M01000,CAMPAGNE FIDÉLITÉ 421,Google Ads,5329.17,2025-03-06,2025-03-24,482,0.57,98.25,11.06,3,2025
M01001,CAMPAGNE INFLUENCE 370,Google Ads,10840.98,2024-06-28,2024-07-17,464,3.84,147.42,23.36,6,2024
M01002,CAMPAGNE INFLUENCE 41,Instagram,2269.28,2024-01-09,2024-01-18,1867,6.1,36.43,1.22,1,2024
M01003,CAMPAGNE SAISON 152,Facebook,3019.97,2024-04-17,2024-04-28,17,10.13,67.27,177.65,4,2024
M01004,CAMPAGNE INFLUENCE 231,Facebook,9200.93,2024-09-20,2024-10-09,407,7.1,7.24,22.61,9,2024
M01005,CAMPAGNE LANCEMENT 221,Radio,9065.52,2025-03-17,2025-03-25,351,9.43,145.7,25.83,3,2025
M01006,CAMPAGNE SAISON 301,Email,2085.52,2025-04-08,2025-05-04,1109,5.14,89.17,1.88,4,2025
M01007,CAMPAGNE SAISON 98,Facebook,9571.83,2024-12-04,2024-12-29,362,1.26,3.03,26.44,12,2024
M01008,CAMPAGNE PROMO 72,Radio,5443.76,2024-05-06,2024-05-30,486,8.85,135.15,11.2,5,2024
M01009,CAMPAGNE SAISON 469,Tv,6361.17,2025-08-03,2025-08-22,1135,1.01,72.63,5.6,8,2025
M01010,CAMPAGNE SAISON 87,Facebook,11318.97,2025-05-16,2025-06-07,640,1.19,31.26,17.69,5,2025
M01011,CAMPAGNE BLACKFRIDAY 25,Google Ads,10649.06,2024-02-12,2024-03-06,845,2.51,45.56,12.6,2,2024
M01012,CAMPAGNE BLACKFRIDAY 242,Tv,6549.34,2025-03-17,2025-04-11,1317,5.16,125.89,4.97,3,2025
M01013,CAMPAGNE INFLUENCE 295,Radio,862.2,2025-07-23,2025-08-13,1594,10.52,83.43,0.54,7,2025
M01014,CAMPAGNE FIDÉLITÉ 382,Instagram,1923.81,2025-06-28,2025-07-05,1566,5.0,100.66,1.23,6,2025
M01015,CAMPAGNE FIDÉLITÉ 371,Radio,1370.0,2024-10-04,2024-10-25,488,7.14,24.26,2.81,10,2024
M01016,CAMPAGNE LANCEMENT 155,Facebook,16554.28,2024-01-22,2024-02-04,46,8.19,111.68,359.88,1,2024
M01017,CAMPAGNE FIDÉLITÉ 68,Google Ads,10070.36,2025-06-29,2025-07-05,590,8.24,-10.31,17.07,6,2025
M01018,CAMPAGNE INFLUENCE 51,Instagram,3321.5,2024-05-11,2024-06-04,1328,10.57,-7.82,2.5,5,2024
M01019,CAMPAGNE BLACKFRIDAY 428,Facebook,19749.46,2025-04-24,2025-05-05,137,8.57,29.35,144.16,4,2025
M01020,CAMPAGNE FIDÉLITÉ 244,Email,4746.07,2024-01-03,2024-01-26,1603,5.05,11.73,2.96,1,2024
M01021,CAMPAGNE BLACKFRIDAY 92,Email,12528.62,2024-11-25,2024-12-24,187,7.95,74.63,67.0,11,2024
M01022,CAMPAGNE LANCEMENT 254,Google Ads,14071.68,2025-01-15,2025-01-27,1726,5.09,23.59,8.15,1,2025
M01023,CAMPAGNE LANCEMENT 205,Facebook,12066.89,2024-12-24,2025-01-16,1386,11.52,-4.48,8.71,12,2024
M01024,CAMPAGNE INFLUENCE 323,Radio,10720.88,2024-12-20,2024-12-28,325,8.52,-5.36,32.99,12,2024
M01025,CAMPAGNE LANCEMENT 145,Google Ads,11549.79,2025-04-27,2025-05-07,1626,7.7,12.17,7.1,4,2025
M01026,CAMPAGNE FIDÉLITÉ 231,Tiktok,14738.97,2024-09-20,2024-09-29,1752,2.33,116.23,8.41,9,2024
M01027,CAMPAGNE FIDÉLITÉ 86,Tv,17177.07,2025-06-12,2025-07-07,1104,4.86,125.84,15.56,6,2025
M01028,CAMPAGNE LANCEMENT 303,Tv,4211.36,2024-08-10,2024-08-25,1176,1.99,148.35,3.58,8,2024
M01029,CAMPAGNE SAISON 314,Facebook,4825.86,2024-10-22,2024-11-03,1378,2.75,58.39,3.5,10,2024
M01030,CAMPAGNE BLACKFRIDAY 388,Radio,527.87,2025-07-01,2025-07-27,870,4.86,-13.35,0.61,7,2025
M01031,CAMPAGNE FIDÉLITÉ 303,Tiktok,5897.74,2024-06-03,2024-06-24,1422,10.05,47.62,4.15,6,2024
M01032,CAMPAGNE LANCEMENT 131,Facebook,1858.25,2025-06-07,2025-06-13,1366,2.08,75.81,1.36,6,2025
M01033,CAMPAGNE BLACKFRIDAY 141,Tv,17932.71,2025-06-03,2025-06-23,1473,9.27,28.71,12.17,6,2025
M01034,CAMPAGNE SAISON 499,Instagram,15901.4,2024-12-19,2025-01-05,1460,6.0,55.89,10.89,12,2024
M01035,CAMPAGNE INFLUENCE 226,Radio,6922.66,2025-01-09,2025-02-06,243,8.34,43.69,28.49,1,2025
M01036,CAMPAGNE INFLUENCE 347,Radio,17407.34,2024-09-04,2024-09-09,1671,7.88,75.54,10.42,9,2024
M01037,CAMPAGNE INFLUENCE 112,Instagram,16193.91,2024-10-07,2024-10-12,1261,11.83,32.76,12.84,10,2024
M01038,CAMPAGNE BLACKFRIDAY 405,Google Ads,13790.97,2024-11-11,2024-12-02,1973,8.1,-3.69,6.99,11,2024
M01039,CAMPAGNE BLACKFRIDAY 38,Email,17359.32,2024-11-23,2024-12-16,429,7.77,132.37,40.46,11,2024
M01040,CAMPAGNE FIDÉLITÉ 198,Tiktok,2904.77,2025-01-12,2025-02-11,159,9.18,135.41,18.27,1,2025
M01041,CAMPAGNE FIDÉLITÉ 113,Google Ads,12466.63,2024-09-21,2024-10-07,897,2.93,112.77,13.9,9,2024
M01042,CAMPAGNE PROMO 448,Instagram,13309.49,2024-05-04,2024-06-02,248,9.71,27.44,53.67,5,2024
M01043,CAMPAGNE SAISON 247,Tiktok,9773.13,2024-03-10,2024-03-27,749,5.99,73.83,13.05,3,2024
M01044,CAMPAGNE PROMO 99,Facebook,12918.92,2025-08-19,2025-09-09,1605,8.11,63.28,8.05,8,2025
M01045,CAMPAGNE FIDÉLITÉ 112,Instagram,9696.68,2025-03-01,2025-03-08,146,8.22,-18.56,66.42,3,2025
M01046,CAMPAGNE SAISON 109,Instagram,14615.58,2025-02-23,2025-03-11,901,4.7,128.19,16.22,2,2025
M01047,CAMPAGNE INFLUENCE 92,Email,18298.43,2024-03-25,2024-04-15,360,5.52,41.75,50.83,3,2024
M01048,CAMPAGNE INFLUENCE 374,Email,4898.27,2025-04-11,2025-05-04,1493,11.32,47.17,3.28,4,2025
M01049,CAMPAGNE LANCEMENT 430,Tv,15941.94,2024-07-05,2024-07-12,1994,11.29,-6.89,7.99,7,2024
M01050,CAMPAGNE INFLUENCE 425,Tiktok,19220.26,2024-02-14,2024-02-22,894,1.74,4.04,21.5,2,2024
M01051,CAMPAGNE INFLUENCE 189,Instagram,18323.42,2025-05-12,2025-05-27,1989,0.59,146.24,9.21,5,2025
M01052,CAMPAGNE LANCEMENT 129,Tiktok,15231.6,2025-07-03,2025-07-24,1409,4.95,113.88,10.81,7,2025
M01053,CAMPAGNE LANCEMENT 88,Tv,15199.22,2025-08-21,2025-09-12,1234,11.08,-1.54,12.32,8,2025
M01054,CAMPAGNE BLACKFRIDAY 483,Tiktok,11200.04,2024-03-19,2024-03-28,525,6.8,110.48,21.33,3,2024
M01055,CAMPAGNE BLACKFRIDAY 274,Tiktok,11580.74,2024-01-10,2024-01-21,1897,0.86,120.21,6.1,1,2024
M01056,CAMPAGNE INFLUENCE 381,Instagram,15602.76,2024-09-03,2024-09-30,658,7.49,49.15,23.71,9,2024
M01057,CAMPAGNE FIDÉLITÉ 2,Radio,11048.37,2024-03-04,2024-03-19,1779,6.97,27.97,6.21,3,2024
M01058,CAMPAGNE BLACKFRIDAY 439,Tiktok,11414.97,2024-11-14,2024-12-06,1225,5.1,112.64,9.32,11,2024
M01059,CAMPAGNE INFLUENCE 42,Instagram,9423.69,2024-01-16,2024-02-05,546,6.02,48.58,17.26,1,2024
M01060,CAMPAGNE INFLUENCE 393,Radio,14539.07,2025-02-06,2025-02-24,1446,5.51,17.8,10.05,2,2025
M01061,CAMPAGNE LANCEMENT 342,Instagram,652.12,2025-06-16,2025-06-27,1143,8.99,-8.08,0.57,6,2025
M01062,CAMPAGNE FIDÉLITÉ 460,Tiktok,7298.89,2025-08-04,2025-08-15,1129,8.24,34.18,6.46,8,2025
M01063,CAMPAGNE FIDÉLITÉ 441,Google Ads,18733.24,2024-04-10,2024-04-24,1717,11.15,6.55,10.91,4,2024
M01064,CAMPAGNE FIDÉLITÉ 418,Radio,15120.34,2024-11-20,2024-12-03,1274,9.43,1.83,11.87,11,2024
M01065,CAMPAGNE INFLUENCE 124,Radio,1565.39,2024-08-14,2024-08-29,756,4.39,42.79,2.07,8,2024
M01066,CAMPAGNE BLACKFRIDAY 256,Radio,16834.2,2024-11-16,2024-12-06,1687,9.1,68.52,9.98,11,2024
M01067,CAMPAGNE SAISON 277,Email,18367.02,2024-09-19,2024-10-08,306,0.82,83.61,60.02,9,2024
M01068,CAMPAGNE BLACKFRIDAY 255,Email,809.25,2025-02-05,2025-02-14,1407,1.78,35.82,0.58,2,2025
M01069,CAMPAGNE BLACKFRIDAY 67,Facebook,2735.31,2025-01-01,2025-01-15,1683,7.93,55.35,1.63,1,2025
M01070,CAMPAGNE INFLUENCE 257,Email,16885.07,2025-06-13,2025-07-13,1925,4.97,2.24,8.77,6,2025
M01071,CAMPAGNE FIDÉLITÉ 485,Tiktok,16541.92,2024-01-09,2024-02-03,292,7.1,-19.38,56.65,1,2024
M01072,CAMPAGNE LANCEMENT 413,Google Ads,10834.15,2024-05-08,2024-05-31,1231,8.18,82.96,8.8,5,2024
M01073,CAMPAGNE PROMO 96,Google Ads,18137.68,2025-07-16,2025-08-05,1303,6.77,16.19,13.92,7,2025
M01074,CAMPAGNE LANCEMENT 243,Facebook,13873.54,2024-12-11,2024-12-23,170,11.05,127.87,81.61,12,2024
M01075,CAMPAGNE INFLUENCE 474,Google Ads,14068.14,2024-04-23,2024-05-20,1488,10.98,70.01,9.45,4,2024
M01076,CAMPAGNE LANCEMENT 462,Email,13522.33,2025-04-09,2025-04-28,942,11.88,11.93,14.35,4,2025
M01077,CAMPAGNE FIDÉLITÉ 84,Google Ads,14743.29,2024-08-05,2024-08-22,706,3.93,-8.79,20.88,8,2024
M01078,CAMPAGNE BLACKFRIDAY 121,Radio,8887.13,2025-04-20,2025-05-08,844,9.19,112.52,10.53,4,2025
M01079,CAMPAGNE PROMO 188,Google Ads,4529.17,2025-01-07,2025-01-15,1810,5.22,3.59,2.5,1,2025
M01080,CAMPAGNE INFLUENCE 196,Facebook,19464.78,2024-11-26,2024-12-23,251,4.46,99.27,77.55,11,2024
M01081,CAMPAGNE INFLUENCE 151,Email,13285.42,2025-01-25,2025-02-22,24,2.72,103.76,553.56,1,2025
M01082,CAMPAGNE PROMO 342,Tv,9909.44,2024-03-16,2024-04-10,1431,4.4,25.78,6.92,3,2024
M01083,CAMPAGNE INFLUENCE 345,Email,16952.95,2025-02-15,2025-03-03,1799,0.88,58.06,9.42,2,2025
M01084,CAMPAGNE BLACKFRIDAY 346,Instagram,18037.03,2024-05-28,2024-06-09,1807,2.73,32.85,9.98,5,2024
M01085,CAMPAGNE FIDÉLITÉ 88,Tiktok,17916.45,2025-03-10,2025-03-19,1052,9.94,43.34,17.03,3,2025
M01086,CAMPAGNE INFLUENCE 207,Facebook,15654.48,2024-07-14,2024-08-05,356,1.11,61.63,43.97,7,2024
M01087,CAMPAGNE SAISON 170,Google Ads,7309.87,2024-05-29,2024-06-17,286,1.99,48.47,25.56,5,2024
M01088,CAMPAGNE BLACKFRIDAY 367,Email,11854.05,2024-05-18,2024-05-29,1654,11.64,66.23,7.17,5,2024
M01089,CAMPAGNE BLACKFRIDAY 471,Tiktok,3053.05,2025-06-17,2025-07-06,994,6.33,99.92,3.07,6,2025
M01090,CAMPAGNE BLACKFRIDAY 498,Instagram,747.41,2024-05-29,2024-06-13,266,8.46,147.66,2.81,5,2024
