ds,montant,is_depense,is_revenu
2024-06-12,126943.15,0,1
2024-06-12,182726.91,1,0
2024-06-13,295088.19,0,1
2024-06-13,34527.11,1,0
2024-06-13,4782.51,1,0
2024-06-13,494493.38,0,1
2024-06-13,68936.45,1,0
2024-06-13,249241.47,0,1
2024-06-13,82325.41,0,1
2024-06-13,79567.46,1,0
2024-06-13,295176.96,0,1
2024-06-13,80053.98,1,0
2024-06-13,66147.21,1,0
2024-06-13,170208.19,1,0
2024-06-13,124872.98,1,0
2024-06-14,386364.65,0,1
2024-06-14,469369.27,0,1
2024-06-14,159810.47,0,1
2024-06-14,132750.35,1,0
2024-06-14,108784.83,1,0
2024-06-14,33099.9,1,0
2024-06-14,105858.6,1,0
2024-06-14,302377.83,0,1
2024-06-14,73533.24,1,0
2024-06-14,352829.04,0,1
2024-06-14,187230.48,0,1
2024-06-14,171400.74,1,0
2024-06-14,302125.48,0,1
2024-06-14,39076.27,1,0
2024-06-14,189964.76,1,0
2024-06-14,181398.54,1,0
2024-06-14,194087.42,1,0
2024-06-15,374345.59,0,1
2024-06-15,15670.46,0,1
2024-06-15,344062.97,0,1
2024-06-15,184455.44,1,0
2024-06-15,123596.85,1,0
2024-06-15,186059.07,0,1
2024-06-15,72390.36,1,0
2024-06-15,65723.36,1,0
2024-06-15,157185.57,1,0
2024-06-15,129858.01,0,1
2024-06-15,309136.89,0,1
2024-06-15,89638.05,1,0
2024-06-15,271836.61,0,1
2024-06-15,123052.63,1,0
2024-06-15,174941.5,1,0
2024-06-15,495484.82,0,1
2024-06-16,301721.95,0,1
2024-06-16,204637.39,0,1
2024-06-16,199839.41,1,0
2024-06-16,293434.31,0,1
2024-06-16,36613.07,1,0
2024-06-16,158972.81,0,1
2024-06-16,56681.27,1,0
2024-06-16,467777.21,0,1
2024-06-16,69581.01,0,1
2024-06-16,263243.91,0,1
2024-06-16,54430.36,1,0
2024-06-17,318707.62,0,1
2024-06-17,1040.93,1,0
2024-06-17,37972.21,1,0
2024-06-17,380029.83,0,1
2024-06-17,191171.78,0,1
2024-06-17,130104.19,1,0
2024-06-17,399408.89,0,1
2024-06-17,143834.39,0,1
2024-06-17,174828.17,0,1
2024-06-17,338007.56,0,1
2024-06-17,423489.0,0,1
2024-06-18,135650.28,1,0
2024-06-18,262986.24,0,1
2024-06-18,32603.07,1,0
2024-06-18,204662.03,0,1
2024-06-18,198974.09,0,1
2024-06-18,226578.29,0,1
2024-06-18,414107.38,0,1
2024-06-18,414057.0,0,1
2024-06-18,110807.54,0,1
2024-06-18,46954.84,1,0
2024-06-19,169444.34,0,1
2024-06-19,53459.81,1,0
2024-06-19,122082.65,1,0
2024-06-19,167791.08,1,0
2024-06-19,113547.45,1,0
2024-06-19,19007.19,1,0
2024-06-19,12611.65,1,0
2024-06-19,229856.85,0,1
2024-06-19,339.03,0,1
2024-06-19,179023.28,0,1
2024-06-19,33712.34,1,0
2024-06-19,397966.82,0,1
2024-06-19,336700.17,0,1
2024-06-19,281709.1,0,1
2024-06-20,56463.65,0,1
2024-06-20,60834.86,0,1
2024-06-20,201198.92,0,1
2024-06-20,94767.54,0,1
2024-06-20,4580.69,0,1
2024-06-20,205776.79,0,1
2024-06-20,75352.59,1,0
2024-06-20,169070.01,0,1
2024-06-20,61235.84,0,1
2024-06-20,413116.2,0,1
2024-06-20,253977.63,0,1
2024-06-20,486125.71,0,1
2024-06-20,351858.99,0,1
2024-06-20,270477.44,0,1
2024-06-21,176659.68,1,0
2024-06-21,126667.8,1,0
2024-06-21,67495.75,1,0
2024-06-21,90974.06,1,0
2024-06-21,40045.28,1,0
2024-06-21,153930.58,0,1
2024-06-21,37777.81,1,0
2024-06-21,45940.59,1,0
2024-06-21,98411.92,0,1
2024-06-21,71975.16,1,0
2024-06-21,280639.17,0,1
2024-06-21,8212.77,1,0
2024-06-21,279083.81,0,1
2024-06-22,169924.62,1,0
2024-06-22,454550.27,0,1
2024-06-22,120217.74,0,1
2024-06-22,239002.43,0,1
2024-06-22,160701.51,1,0
2024-06-22,8126.35,1,0
2024-06-22,479601.89,0,1
2024-06-22,198449.18,0,1
2024-06-22,27087.18,1,0
2024-06-22,335649.66,0,1
2024-06-22,437821.62,0,1
2024-06-22,29497.23,0,1
2024-06-22,93706.91,1,0
2024-06-22,494626.59,0,1
2024-06-22,131974.08,1,0
2024-06-22,302653.1,0,1
2024-06-22,22235.51,1,0
2024-06-22,173898.96,1,0
2024-06-22,30152.49,0,1
2024-06-23,138745.12,1,0
2024-06-23,60753.12,1,0
2024-06-23,136004.69,1,0
2024-06-23,95294.98,1,0
2024-06-23,177011.52,1,0
2024-06-23,167124.14,1,0
2024-06-23,433581.25,0,1
2024-06-23,148115.04,0,1
2024-06-23,169533.67,1,0
2024-06-23,54117.67,1,0
2024-06-23,164263.59,1,0
2024-06-23,453788.51,0,1
2024-06-23,319635.81,0,1
2024-06-23,22591.91,1,0
2024-06-24,171678.19,1,0
2024-06-24,80984.28,0,1
2024-06-24,125508.44,1,0
2024-06-24,174415.12,1,0
2024-06-24,58210.61,0,1
2024-06-24,194827.16,1,0
2024-06-24,178648.74,0,1
2024-06-24,90728.37,1,0
2024-06-24,157259.59,1,0
2024-06-24,70828.61,1,0
2024-06-24,106882.16,0,1
2024-06-24,128678.29,0,1
2024-06-25,148414.28,0,1
2024-06-25,48101.48,1,0
2024-06-25,55558.74,1,0
2024-06-25,165784.71,1,0
2024-06-25,44447.55,0,1
2024-06-25,156260.8,0,1
2024-06-25,186210.94,0,1
2024-06-25,33768.71,1,0
2024-06-25,474178.71,0,1
2024-06-25,127684.76,0,1
2024-06-25,145203.31,1,0
2024-06-25,49302.86,1,0
2024-06-25,394641.62,0,1
2024-06-25,228334.41,0,1
2024-06-25,323635.4,0,1
2024-06-25,311681.91,0,1
2024-06-25,224519.05,0,1
2024-06-25,98566.44,1,0
2024-06-25,55430.34,1,0
2024-06-26,99062.74,1,0
2024-06-26,173189.59,0,1
2024-06-26,146855.7,1,0
2024-06-26,101829.09,0,1
2024-06-26,94893.03,1,0
2024-06-26,385049.68,0,1
2024-06-26,348083.27,0,1
2024-06-26,43620.89,1,0
2024-06-26,491894.47,0,1
2024-06-26,27805.98,1,0
2024-06-27,9249.47,0,1
2024-06-27,97770.0,1,0
2024-06-27,148905.97,1,0
2024-06-27,145309.45,1,0
2024-06-27,72654.75,0,1
2024-06-27,80602.92,0,1
2024-06-27,69149.27,1,0
2024-06-27,229119.86,0,1
2024-06-27,322444.79,0,1
2024-06-27,382804.73,0,1
2024-06-27,74561.81,0,1
2024-06-27,420207.54,0,1
2024-06-27,175365.1,1,0
2024-06-28,405309.74,0,1
2024-06-28,37737.72,1,0
2024-06-28,94121.44,1,0
2024-06-28,68723.88,1,0
2024-06-28,122815.56,1,0
2024-06-28,368397.08,0,1
2024-06-28,373.02,1,0
2024-06-28,139607.82,1,0
2024-06-28,298420.09,0,1
2024-06-28,55254.41,1,0
2024-06-28,96512.94,0,1
2024-06-28,138592.41,1,0
2024-06-28,124223.96,1,0
2024-06-28,234312.16,0,1
2024-06-28,23241.16,1,0
2024-06-28,3640.08,1,0
2024-06-28,120923.67,1,0
2024-06-29,7531.46,1,0
2024-06-29,48949.49,1,0
2024-06-29,126713.52,1,0
2024-06-29,180411.48,1,0
2024-06-29,154714.89,1,0
2024-06-29,62145.3,0,1
2024-06-29,85566.87,1,0
2024-06-29,73786.14,0,1
2024-06-29,86295.72,1,0
2024-06-29,10704.01,0,1
2024-06-29,20638.16,1,0
2024-06-29,133007.36,1,0
2024-06-29,108026.87,1,0
2024-06-29,445568.8,0,1
2024-06-29,39466.22,0,1
2024-06-30,77162.87,1,0
2024-06-30,62290.72,1,0
2024-06-30,376980.65,0,1
2024-06-30,364525.93,0,1
2024-06-30,182641.27,0,1
2024-06-30,130264.77,1,0
2024-06-30,69565.07,1,0
2024-06-30,136991.86,1,0
2024-06-30,86223.87,1,0
2024-06-30,29087.11,0,1
2024-06-30,109187.19,1,0
2024-06-30,147703.24,1,0
2024-06-30,160883.26,0,1
2024-07-01,12066.35,1,0
2024-07-01,116798.18,1,0
2024-07-01,267745.59,0,1
2024-07-01,375131.63,0,1
2024-07-01,345464.88,0,1
2024-07-01,342409.53,0,1
2024-07-01,40059.82,1,0
2024-07-01,163402.62,1,0
2024-07-01,162761.29,1,0
2024-07-01,112382.64,1,0
2024-07-01,74362.13,1,0
2024-07-01,45933.92,1,0
2024-07-01,80120.27,1,0
2024-07-02,461079.02,0,1
2024-07-02,80605.4,1,0
2024-07-02,147153.07,0,1
2024-07-02,131624.08,1,0
2024-07-02,139415.71,1,0
2024-07-02,320439.65,0,1
2024-07-02,42295.59,1,0
2024-07-02,170372.61,1,0
2024-07-02,151553.44,1,0
2024-07-02,77020.68,0,1
2024-07-03,189406.11,1,0
2024-07-03,22459.48,1,0
2024-07-03,78471.46,1,0
2024-07-03,349732.18,0,1
2024-07-03,92519.04,1,0
2024-07-03,103635.14,1,0
2024-07-03,12750.86,0,1
2024-07-03,494665.67,0,1
2024-07-03,227032.3,0,1
2024-07-03,69696.57,1,0
2024-07-03,83756.95,1,0
2024-07-03,29782.85,0,1
2024-07-03,465054.94,0,1
2024-07-03,186409.83,1,0
2024-07-03,20787.29,1,0
2024-07-03,117263.35,1,0
2024-07-03,492717.5,0,1
2024-07-03,89476.31,1,0
2024-07-03,187422.11,0,1
2024-07-03,9006.86,0,1
2024-07-03,454281.18,0,1
2024-07-03,218669.31,0,1
2024-07-03,7546.67,1,0
2024-07-04,63749.64,1,0
2024-07-04,386389.01,0,1
2024-07-04,189218.36,0,1
2024-07-04,243730.92,0,1
2024-07-04,79085.68,0,1
2024-07-04,380560.15,0,1
2024-07-04,93635.88,1,0
2024-07-04,237189.46,0,1
2024-07-04,75850.1,1,0
2024-07-04,26684.26,1,0
2024-07-04,311958.55,0,1
2024-07-04,230262.6,0,1
2024-07-04,144985.97,0,1
2024-07-04,358767.98,0,1
2024-07-04,18988.8,1,0
2024-07-05,440733.85,0,1
2024-07-05,140825.06,1,0
2024-07-05,54385.16,1,0
2024-07-05,97335.51,1,0
2024-07-05,95118.32,1,0
2024-07-05,308467.58,0,1
2024-07-05,48336.38,1,0
2024-07-05,446317.68,0,1
2024-07-05,148565.69,1,0
2024-07-05,494656.42,0,1
2024-07-05,61142.74,0,1
2024-07-05,127378.08,0,1
2024-07-05,247128.79,0,1
2024-07-05,268958.65,0,1
2024-07-05,174271.48,1,0
2024-07-06,58612.84,0,1
2024-07-06,112733.92,1,0
2024-07-06,375679.16,0,1
2024-07-06,268353.47,0,1
2024-07-06,55083.59,1,0
2024-07-06,162095.37,0,1
2024-07-06,246509.38,0,1
2024-07-06,139119.87,0,1
2024-07-06,151072.35,0,1
2024-07-06,81857.99,1,0
2024-07-06,135119.64,0,1
2024-07-06,134812.16,1,0
2024-07-06,147953.73,1,0
2024-07-06,27267.19,0,1
2024-07-06,191302.59,1,0
2024-07-06,101576.79,1,0
2024-07-06,157786.3,0,1
2024-07-06,40376.2,1,0
2024-07-06,384718.51,0,1
2024-07-07,106303.63,0,1
2024-07-07,64113.83,1,0
2024-07-07,18171.63,1,0
2024-07-07,305520.83,0,1
2024-07-07,35184.38,1,0
2024-07-07,67852.63,1,0
2024-07-07,83014.3,1,0
2024-07-07,489526.84,0,1
2024-07-07,59699.1,1,0
2024-07-07,224114.62,0,1
2024-07-07,266751.18,0,1
2024-07-07,246157.39,0,1
2024-07-07,11273.2,1,0
2024-07-07,31622.06,1,0
2024-07-07,309342.83,0,1
2024-07-07,255676.41,0,1
2024-07-07,175361.65,1,0
2024-07-08,37247.51,1,0
2024-07-08,440273.06,0,1
2024-07-08,155925.19,1,0
2024-07-08,11515.86,0,1
2024-07-08,92732.54,1,0
2024-07-08,136532.25,1,0
2024-07-08,206255.66,0,1
2024-07-08,179042.49,1,0
2024-07-08,53939.55,1,0
2024-07-08,137672.46,0,1
2024-07-08,307575.07,0,1
2024-07-08,48782.85,1,0
2024-07-08,30798.87,1,0
2024-07-08,319905.57,0,1
2024-07-09,455374.17,0,1
2024-07-09,143378.87,0,1
2024-07-09,41591.03,1,0
2024-07-09,288825.16,0,1
2024-07-09,14772.82,1,0
2024-07-09,84366.75,0,1
2024-07-09,38214.13,1,0
2024-07-09,250474.07,0,1
2024-07-09,78409.06,1,0
2024-07-09,163543.74,1,0
2024-07-09,60887.64,1,0
2024-07-09,418636.92,0,1
2024-07-10,402700.44,0,1
2024-07-10,48056.51,1,0
2024-07-10,297508.37,0,1
2024-07-10,48053.97,1,0
2024-07-10,109916.96,0,1
2024-07-10,443833.1,0,1
2024-07-10,163540.89,1,0
2024-07-10,415977.46,0,1
2024-07-10,48985.29,1,0
2024-07-10,42314.12,1,0
2024-07-10,433637.03,0,1
2024-07-10,264115.54,0,1
2024-07-10,186196.49,0,1
2024-07-10,140801.16,1,0
2024-07-10,128846.21,1,0
2024-07-11,487201.37,0,1
2024-07-11,180752.65,1,0
2024-07-11,7845.71,1,0
2024-07-11,171826.7,1,0
2024-07-11,49612.39,0,1
2024-07-11,173142.15,1,0
2024-07-11,194797.96,0,1
2024-07-11,442079.53,0,1
2024-07-11,235876.96,0,1
2024-07-11,68240.58,1,0
2024-07-11,76314.71,1,0
2024-07-12,23400.46,1,0
2024-07-12,316878.0,0,1
2024-07-12,110310.65,0,1
2024-07-12,65277.66,1,0
2024-07-12,293400.31,0,1
2024-07-12,181902.66,1,0
2024-07-12,118699.14,1,0
2024-07-12,140110.16,1,0
2024-07-12,18306.88,0,1
2024-07-12,105534.12,1,0
2024-07-12,117952.0,1,0
2024-07-12,145257.03,0,1
2024-07-12,454253.83,0,1
2024-07-12,486469.97,0,1
2024-07-12,40505.12,1,0
2024-07-12,89949.49,1,0
2024-07-13,87394.98,1,0
2024-07-13,197373.45,0,1
2024-07-13,127145.24,1,0
2024-07-13,65385.0,1,0
2024-07-13,151043.78,1,0
2024-07-13,296725.78,0,1
2024-07-13,71985.13,1,0
2024-07-13,185687.83,1,0
2024-07-13,98449.61,1,0
2024-07-13,77542.1,1,0
2024-07-13,154753.98,1,0
2024-07-13,25769.77,1,0
2024-07-13,289031.03,0,1
2024-07-13,157698.5,0,1
2024-07-14,183236.82,1,0
2024-07-14,116555.63,1,0
2024-07-14,218289.91,0,1
2024-07-14,54469.88,1,0
2024-07-14,55250.01,1,0
2024-07-14,86835.02,1,0
2024-07-14,203144.42,0,1
2024-07-14,69660.57,1,0
2024-07-14,31281.19,1,0
2024-07-14,167268.57,0,1
2024-07-14,165523.49,1,0
2024-07-14,116363.5,1,0
2024-07-14,155896.72,1,0
2024-07-14,137640.31,0,1
2024-07-14,337317.48,0,1
2024-07-14,389746.72,0,1
2024-07-15,304970.36,0,1
2024-07-15,153736.26,1,0
2024-07-15,113120.24,1,0
2024-07-15,197827.44,1,0
2024-07-15,228778.6,0,1
2024-07-15,112860.59,1,0
2024-07-15,80922.73,1,0
2024-07-15,27705.56,1,0
2024-07-15,215582.05,0,1
2024-07-15,121609.65,1,0
2024-07-15,160626.43,1,0
2024-07-15,163184.63,1,0
2024-07-15,261597.93,0,1
2024-07-16,93061.61,0,1
2024-07-16,96531.42,1,0
2024-07-16,334591.2,0,1
2024-07-16,426519.89,0,1
2024-07-16,108490.76,1,0
2024-07-16,444132.08,0,1
2024-07-16,13915.09,1,0
2024-07-16,411081.61,0,1
2024-07-16,366813.81,0,1
2024-07-16,104933.93,1,0
2024-07-16,268372.09,0,1
2024-07-16,197160.68,1,0
2024-07-16,57136.11,1,0
2024-07-16,102604.74,1,0
2024-07-16,301893.4,0,1
2024-07-16,88451.54,0,1
2024-07-16,388192.12,0,1
2024-07-16,356736.93,0,1
2024-07-16,9137.4,1,0
2024-07-16,82326.71,0,1
2024-07-16,421067.06,0,1
2024-07-16,451726.26,0,1
2024-07-16,71159.56,1,0
2024-07-16,115116.12,1,0
2024-07-17,39923.52,1,0
2024-07-17,171040.74,1,0
2024-07-17,26134.21,0,1
2024-07-17,282603.14,0,1
2024-07-17,68720.36,0,1
2024-07-17,22308.49,1,0
2024-07-17,150264.48,0,1
2024-07-17,5239.14,1,0
2024-07-17,54456.29,0,1
2024-07-17,134954.16,0,1
2024-07-17,90418.8,0,1
2024-07-17,343031.32,0,1
2024-07-17,60397.89,1,0
2024-07-17,22392.91,1,0
2024-07-17,216304.67,0,1
2024-07-17,178598.92,1,0
2024-07-17,56479.07,1,0
2024-07-18,315744.27,0,1
2024-07-18,360794.39,0,1
2024-07-18,764.21,0,1
2024-07-18,6339.76,1,0
2024-07-18,246869.02,0,1
2024-07-18,103032.93,0,1
2024-07-18,174205.29,1,0
2024-07-18,463152.24,0,1
2024-07-18,424310.79,0,1
2024-07-18,3083.57,1,0
2024-07-18,179694.28,0,1
2024-07-18,28120.24,1,0
2024-07-18,388493.33,0,1
2024-07-18,70955.49,1,0
2024-07-19,34519.32,1,0
2024-07-19,352771.67,0,1
2024-07-19,496699.72,0,1
2024-07-19,6230.72,1,0
2024-07-19,426002.99,0,1
2024-07-19,92559.24,1,0
2024-07-19,205949.52,0,1
2024-07-19,163515.98,0,1
2024-07-19,153627.76,1,0
2024-07-19,437598.3,0,1
2024-07-19,440302.69,0,1
2024-07-20,184348.79,1,0
2024-07-20,117671.16,1,0
2024-07-20,17069.2,0,1
2024-07-20,130525.42,0,1
2024-07-20,197998.06,1,0
2024-07-20,229057.92,0,1
2024-07-20,418566.44,0,1
2024-07-20,303255.74,0,1
2024-07-20,103030.71,0,1
2024-07-20,439036.51,0,1
2024-07-20,71003.46,1,0
2024-07-20,215588.56,0,1
2024-07-20,1067.21,1,0
2024-07-20,173702.46,1,0
2024-07-21,346063.86,0,1
2024-07-21,160662.95,1,0
2024-07-21,53273.34,1,0
2024-07-21,25127.78,1,0
2024-07-21,85152.26,0,1
2024-07-21,424812.13,0,1
2024-07-21,154719.95,1,0
2024-07-21,105130.31,1,0
2024-07-21,24004.7,1,0
2024-07-21,147772.56,0,1
2024-07-21,91976.15,1,0
2024-07-21,83927.13,0,1
2024-07-21,362940.57,0,1
2024-07-21,478800.13,0,1
2024-07-22,8124.23,1,0
2024-07-22,88537.62,0,1
2024-07-22,412204.75,0,1
2024-07-22,461503.67,0,1
2024-07-22,185511.33,0,1
2024-07-22,311358.48,0,1
2024-07-22,234592.97,0,1
2024-07-22,1773.99,0,1
2024-07-22,1157.61,0,1
2024-07-22,177453.19,0,1
2024-07-22,319653.64,0,1
2024-07-22,207907.76,0,1
2024-07-22,283993.88,0,1
2024-07-22,19113.43,0,1
2024-07-22,274302.67,0,1
2024-07-22,138251.46,1,0
2024-07-22,23078.15,0,1
2024-07-22,45618.13,0,1
2024-07-22,164081.28,0,1
2024-07-22,332701.07,0,1
2024-07-23,196486.87,1,0
2024-07-23,65417.93,0,1
2024-07-23,483583.49,0,1
2024-07-23,134642.01,1,0
2024-07-23,159174.81,1,0
2024-07-23,179521.61,1,0
2024-07-23,162486.72,0,1
2024-07-23,157045.06,1,0
2024-07-23,273965.81,0,1
2024-07-23,106767.02,0,1
2024-07-23,32632.27,1,0
2024-07-23,18325.99,1,0
2024-07-23,361104.75,0,1
2024-07-24,243512.71,0,1
2024-07-24,46465.64,1,0
2024-07-24,33189.32,1,0
2024-07-24,144558.48,0,1
2024-07-24,140752.76,1,0
2024-07-24,389313.96,0,1
2024-07-24,39284.46,1,0
2024-07-24,1073.39,1,0
2024-07-24,112378.34,1,0
2024-07-24,95111.91,0,1
2024-07-24,59055.27,0,1
2024-07-24,492685.37,0,1
2024-07-24,215963.76,0,1
2024-07-24,162883.65,1,0
2024-07-24,421219.06,0,1
2024-07-24,6934.78,0,1
2024-07-24,177795.1,1,0
2024-07-24,85859.59,0,1
2024-07-24,22355.79,1,0
2024-07-25,2804.25,1,0
2024-07-25,46786.31,1,0
2024-07-25,189913.33,0,1
2024-07-25,421574.2,0,1
2024-07-25,12331.26,0,1
2024-07-25,225922.15,0,1
2024-07-25,132091.18,1,0
2024-07-25,167877.79,1,0
2024-07-25,91985.65,0,1
2024-07-25,116993.72,1,0
2024-07-25,120540.16,1,0
2024-07-25,110983.65,1,0
2024-07-25,188213.0,1,0
2024-07-25,282965.27,0,1
2024-07-26,169933.39,0,1
2024-07-26,186760.6,1,0
2024-07-26,90050.8,1,0
2024-07-26,421991.01,0,1
2024-07-26,474605.03,0,1
2024-07-26,340012.33,0,1
2024-07-26,395962.9,0,1
2024-07-26,89926.75,1,0
2024-07-26,53041.01,1,0
2024-07-26,274995.09,0,1
2024-07-26,173214.59,0,1
2024-07-26,193370.11,1,0
2024-07-26,161061.04,1,0
2024-07-26,307722.82,0,1
2024-07-26,390230.38,0,1
2024-07-26,258510.05,0,1
2024-07-26,416864.08,0,1
2024-07-27,54834.91,1,0
2024-07-27,95650.34,1,0
2024-07-27,46453.41,1,0
2024-07-27,163109.11,0,1
2024-07-27,151996.73,1,0
2024-07-27,196398.81,1,0
2024-07-27,95602.13,1,0
2024-07-27,281709.71,0,1
2024-07-27,59965.94,1,0
2024-07-27,10587.58,1,0
2024-07-27,446625.57,0,1
2024-07-27,159287.62,1,0
2024-07-27,133992.32,1,0
2024-07-27,69832.71,1,0
2024-07-27,135847.1,1,0
2024-07-27,9349.12,1,0
2024-07-27,174473.03,1,0
2024-07-28,23187.91,1,0
2024-07-28,82908.28,0,1
2024-07-28,35993.91,1,0
2024-07-28,195488.88,1,0
2024-07-28,96467.41,0,1
2024-07-28,169311.5,1,0
2024-07-28,119121.84,1,0
2024-07-28,46570.3,1,0
2024-07-28,32946.12,0,1
2024-07-28,114485.68,1,0
2024-07-28,3182.86,0,1
2024-07-29,73477.08,1,0
2024-07-29,85649.78,1,0
2024-07-29,2431.47,0,1
2024-07-29,63587.77,1,0
2024-07-29,81846.19,1,0
2024-07-29,125291.82,1,0
2024-07-29,186700.78,1,0
2024-07-30,77516.67,0,1
2024-07-30,253375.79,0,1
2024-07-30,7877.17,0,1
2024-07-30,283268.84,0,1
2024-07-30,112092.79,1,0
2024-07-30,336242.99,0,1
2024-07-30,196467.6,1,0
2024-07-30,77735.4,0,1
2024-07-30,10534.44,1,0
2024-07-30,89565.41,1,0
2024-07-30,29261.03,0,1
2024-07-30,125598.47,0,1
2024-07-30,2317.56,1,0
2024-07-30,72157.8,0,1
2024-07-30,90172.23,1,0
2024-07-30,119559.14,1,0
2024-07-30,146872.18,1,0
2024-07-30,90258.72,0,1
2024-07-30,258976.78,0,1
2024-07-31,176228.93,1,0
2024-07-31,35768.04,0,1
2024-07-31,475119.25,0,1
2024-07-31,15162.62,1,0
2024-07-31,69719.47,0,1
2024-07-31,50769.79,0,1
2024-07-31,37763.15,1,0
2024-07-31,268567.46,0,1
2024-07-31,47615.94,1,0
2024-07-31,89479.4,1,0
2024-08-01,56000.09,0,1
2024-08-01,61213.32,1,0
2024-08-01,141950.14,1,0
2024-08-01,15022.2,1,0
2024-08-01,42181.59,0,1
2024-08-01,191633.66,1,0
2024-08-01,320785.07,0,1
2024-08-01,303404.17,0,1
2024-08-01,101127.11,1,0
2024-08-01,40095.96,1,0
2024-08-02,94783.76,1,0
2024-08-02,9309.3,0,1
2024-08-02,86234.66,1,0
2024-08-02,75117.93,1,0
2024-08-02,178459.16,0,1
2024-08-02,187052.88,1,0
2024-08-02,71718.13,1,0
2024-08-02,194341.01,0,1
2024-08-02,207539.82,0,1
2024-08-02,403898.04,0,1
2024-08-02,15417.52,1,0
2024-08-02,121851.79,1,0
2024-08-02,199082.47,1,0
2024-08-02,304810.13,0,1
2024-08-02,263166.74,0,1
2024-08-02,203004.87,0,1
2024-08-03,421767.06,0,1
2024-08-03,37876.62,1,0
2024-08-03,22592.82,1,0
2024-08-03,13749.42,1,0
2024-08-03,167277.06,1,0
2024-08-04,196581.29,1,0
2024-08-04,115587.64,1,0
2024-08-04,81738.93,1,0
2024-08-04,57904.08,1,0
2024-08-04,115831.88,1,0
2024-08-04,50479.92,1,0
2024-08-04,25365.45,1,0
2024-08-04,354654.34,0,1
2024-08-04,207226.62,0,1
2024-08-04,361366.58,0,1
2024-08-04,88805.26,1,0
2024-08-04,141565.46,1,0
2024-08-04,56091.57,0,1
2024-08-05,193672.02,1,0
2024-08-05,239944.16,0,1
2024-08-05,142374.76,1,0
2024-08-05,385481.02,0,1
2024-08-05,401095.29,0,1
2024-08-05,378486.3,0,1
2024-08-05,250208.42,0,1
2024-08-05,34832.84,1,0
2024-08-05,2067.49,0,1
2024-08-06,119343.93,1,0
2024-08-06,100048.57,0,1
2024-08-06,271721.45,0,1
2024-08-06,499960.42,0,1
2024-08-06,184309.95,1,0
2024-08-06,68031.42,0,1
2024-08-06,270628.58,0,1
2024-08-06,113008.33,1,0
2024-08-06,201047.62,0,1
2024-08-06,110639.89,1,0
2024-08-06,129237.28,1,0
2024-08-06,160089.29,1,0
2024-08-06,80638.85,0,1
2024-08-07,151578.34,1,0
2024-08-07,185338.07,0,1
2024-08-07,488874.47,0,1
2024-08-07,11586.84,1,0
2024-08-07,47017.72,1,0
2024-08-07,121909.17,1,0
2024-08-07,321781.39,0,1
2024-08-07,30249.76,1,0
2024-08-07,440645.45,0,1
2024-08-07,32945.37,1,0
2024-08-07,47162.8,1,0
2024-08-07,12860.9,1,0
2024-08-07,476732.94,0,1
2024-08-07,28013.86,0,1
2024-08-07,396382.22,0,1
2024-08-07,182935.34,0,1
2024-08-07,51386.45,1,0
2024-08-07,157704.55,1,0
2024-08-08,374894.24,0,1
2024-08-08,134772.44,1,0
2024-08-08,118642.22,1,0
2024-08-08,136589.17,1,0
2024-08-08,10609.26,1,0
2024-08-08,136920.76,1,0
2024-08-08,424014.99,0,1
2024-08-08,28532.56,1,0
2024-08-08,409785.29,0,1
2024-08-08,262390.27,0,1
2024-08-08,235884.97,0,1
2024-08-08,136623.34,1,0
2024-08-08,470276.66,0,1
2024-08-08,72979.32,1,0
2024-08-08,493499.31,0,1
2024-08-08,493492.79,0,1
2024-08-08,26290.44,1,0
2024-08-08,459945.6,0,1
2024-08-08,72256.84,0,1
2024-08-09,32857.83,0,1
2024-08-09,9918.28,1,0
2024-08-09,124372.98,1,0
2024-08-09,263413.28,0,1
2024-08-09,107646.88,1,0
2024-08-09,381924.74,0,1
2024-08-09,80186.08,1,0
2024-08-09,173208.06,1,0
2024-08-09,88683.57,1,0
2024-08-09,176959.42,0,1
2024-08-09,348222.78,0,1
2024-08-09,166957.23,0,1
2024-08-09,346881.56,0,1
2024-08-09,24515.57,1,0
2024-08-09,113870.13,1,0
2024-08-09,177416.18,1,0
2024-08-10,128991.67,1,0
2024-08-10,187846.79,1,0
2024-08-10,199933.78,1,0
2024-08-10,109527.92,1,0
2024-08-10,46081.36,1,0
2024-08-10,52709.33,1,0
2024-08-10,266.54,0,1
2024-08-10,32462.24,0,1
2024-08-10,17135.18,1,0
2024-08-10,49119.06,0,1
2024-08-10,27732.64,1,0
2024-08-10,147420.97,0,1
2024-08-10,165187.23,0,1
2024-08-10,148552.01,1,0
2024-08-10,63705.21,1,0
2024-08-10,23134.95,1,0
2024-08-11,10644.46,1,0
2024-08-11,201109.06,0,1
2024-08-11,197235.86,1,0
2024-08-11,284180.62,0,1
2024-08-11,92624.28,1,0
2024-08-11,189292.45,1,0
2024-08-11,496601.33,0,1
2024-08-12,294943.49,0,1
2024-08-12,7961.65,1,0
2024-08-12,106652.68,1,0
2024-08-12,274328.91,0,1
2024-08-12,5099.97,1,0
2024-08-12,189765.14,1,0
2024-08-12,8777.94,1,0
2024-08-12,54989.98,0,1
2024-08-12,166517.48,1,0
2024-08-12,104965.39,1,0
2024-08-12,138423.7,1,0
2024-08-12,70747.3,1,0
2024-08-12,223997.33,0,1
2024-08-12,83731.53,0,1
2024-08-12,472093.14,0,1
